Date,Fund_Return,SPY_Return,Residual,Fund,Year,Quantile
2022-06-22,-0.0413221950269349,-0.001812993874123,-0.0390848069764039,ICPAX,2022,1
2015-12-07,-0.0450344218930914,-0.0060586785937748,-0.0390568870408527,FNARX,2015,1
2022-03-15,-0.0168422721747102,0.0219903081440757,-0.0390310496877087,ICPAX,2022,1
2022-04-25,-0.0327470395105837,0.0057975257337534,-0.0389614194602484,FSENX,2022,1
2002-10-25,-0.0177569049442279,0.0208230698182672,-0.0389163309388981,FNARX,2002,1
2011-09-22,-0.0716805441576073,-0.0323245216233599,-0.0388399307624315,FRNRX,2011,1
2021-04-05,-0.0236841980207097,0.0143531998763954,-0.038838778867615,FSENX,2021,1
2008-12-01,-0.1311575966232139,-0.0885776426882181,-0.0387552046696426,FSENX,2008,1
2021-06-17,-0.0389913063169755,-0.0003314844365587,-0.0385936871419753,RYEIX,2021,1
1999-04-21,-0.0082135840720729,0.0285990409430643,-0.0385505403045821,RYEIX,1999,1
2020-07-09,-0.0443305069922322,-0.0056927121836906,-0.0385382310517371,FSENX,2020,1
2021-03-09,-0.0233805384880961,0.0142773565616154,-0.0385027385829853,RYEIX,2021,1
2015-12-07,-0.0446755803477681,-0.0060586785937748,-0.0385008899799296,FSENX,2015,1
2007-11-12,-0.0477401890995854,-0.0099218293307792,-0.0384260503305589,PRNEX,2007,1
2015-12-04,-0.0187892350957376,0.0195024230379259,-0.0384250267473883,ICPAX,2015,1
2005-11-10,-0.0304617270139129,0.0077620715900046,-0.0383857823479062,FRNRX,2005,1
2002-04-12,-0.030358774357676,0.0075056887792284,-0.0382870389342366,RYEIX,2002,1
2021-06-28,-0.0361792503769713,0.0020157925703232,-0.0382752797349195,RYEIX,2021,1
1999-01-26,-0.0190970902450924,0.0181724577092745,-0.0382425818881579,FSENX,1999,1
2008-07-16,-0.0132324001832518,0.0245475738069926,-0.038225889023012,FRNRX,2008,1
2016-08-01,-0.0391517398036982,-0.0008289692287541,-0.0382256136742205,RYEIX,2016,1
2022-05-09,-0.0707497100529651,-0.0320171553817457,-0.0382216620821256,FRNRX,2022,1
2002-04-12,-0.0302152421406803,0.0075056887792284,-0.038214556922736,FSENX,2002,1
2022-06-17,-0.0359712700116364,0.0021558874050806,-0.0381943110459924,FRNRX,2022,1
2008-08-08,-0.0192449506871137,0.0185810396913421,-0.0381709798804231,FRNRX,2008,1
2000-10-19,0.0014080167537808,0.0377097716079464,-0.0381528750476456,FSENX,2000,1
2008-08-22,-0.0233983813669126,0.0144757932774337,-0.0381502704583677,FNARX,2008,1
2008-11-12,-0.0849112676611802,-0.0440014030179608,-0.0381205606293915,RYEIX,2008,1
2000-09-19,-0.0285261748108359,0.0090726624958414,-0.0381191264687016,RYEIX,2000,1
2008-10-27,-0.0750087952292684,-0.0355010629441399,-0.0380684601445365,FSENX,2008,1
2001-11-15,-0.0361174040566837,0.0018321436982271,-0.0380342765549641,PRNEX,2001,1
2000-10-27,-0.0204614602958707,0.0189756479960963,-0.037979054204099,VGENX,2000,1
2008-10-10,-0.0598951482821036,-0.0242553908963618,-0.0379562141430486,VGENX,2008,1
2014-12-08,-0.0447601962116375,-0.0066827507730409,-0.0379333853254158,FSENX,2014,1
2024-10-08,-0.0278790139627669,0.0094574266847009,-0.0379177856809765,FSENX,2024,1
2016-08-01,-0.0385949101658718,-0.0008289692287541,-0.0378849735483471,FSENX,2016,1
1999-04-20,-0.0250697441197611,0.012548047458597,-0.037875585580433,FNARX,1999,1
2020-06-10,-0.0439191976073739,-0.005579964927704,-0.0378162677695126,ICPAX,2020,1
1999-04-20,-0.024522862156761,0.012548047458597,-0.0377911597025267,FSENX,1999,1
2020-06-11,-0.0990218490650074,-0.0576487089239884,-0.0377328172715956,RYEIX,2020,1
2015-12-07,-0.0438086366812584,-0.0060586785937748,-0.0376781601214679,FRNRX,2015,1
2021-04-05,-0.0233160941667884,0.0143531998763954,-0.0376679223846708,ICPAX,2021,1
2008-08-22,-0.0223075532623906,0.0144757932774337,-0.0376405641920609,RYEIX,2008,1
2022-06-17,-0.0354627345714746,0.0021558874050806,-0.0376291046250345,VGENX,2022,1
2008-09-26,-0.0369566745728497,0.0004965201043751,-0.0375965727717928,FNARX,2008,1
2009-03-02,-0.0784914390766854,-0.045042371143081,-0.0375804401865775,VGENX,2009,1
2022-09-23,-0.0525959302395749,-0.016754737280882,-0.0375027661151694,VGENX,2022,1
2000-10-19,0.002517007965165,0.0377097716079464,-0.0374988059777733,RYEIX,2000,1
2018-08-15,-0.045119312050084,-0.007467666920643,-0.0374723076957549,FSENX,2018,1
2017-06-07,-0.0359284045208158,0.0018501995014663,-0.0374500650180434,ICPAX,2017,1
2011-09-22,-0.0709812336237001,-0.0323245216233599,-0.0374339194196765,ICPAX,2011,1
1999-01-26,-0.0189347432247162,0.0181724577092745,-0.0374183924834559,FNARX,1999,1
2008-09-26,-0.0367022372959228,0.0004965201043751,-0.0373773628871448,FSENX,2008,1
2020-05-01,-0.0655379355923585,-0.0264737085417604,-0.0373679152065856,RYEIX,2020,1
2006-10-03,-0.0351392329262729,0.0021038079760709,-0.037328766155633,RYEIX,2006,1
1999-10-28,-0.0027100621384389,0.0341018488298818,-0.0372743344477751,FNARX,1999,1
2025-06-23,-0.0268119194201749,0.0098775383975282,-0.0372599374402818,RYEIX,2025,1
2016-02-09,-0.0372454439205118,5.408282614904891e-05,-0.0372574352159355,RYEIX,2016,1
2007-11-12,-0.0474590983233944,-0.0099218293307792,-0.0372476315298379,FSENX,2007,1
2000-04-12,-0.0657516607897038,-0.0274262699721844,-0.0372307713107864,ICPAX,2000,1
2008-08-08,-0.0200449719746395,0.0185810396913421,-0.0372024109098875,VGENX,2008,1
2007-11-12,-0.047786532511006,-0.0099218293307792,-0.0372005336067164,RYEIX,2007,1
2020-03-27,-0.0688684751928701,-0.0297854365578585,-0.0371802140180232,RYEIX,2020,1
2008-10-07,-0.0822336512089747,-0.0447863192732475,-0.0371607996123377,FNARX,2008,1
2001-05-02,-0.0390752347976776,-0.00181106823296,-0.0371057679232141,RYEIX,2001,1
2008-08-05,-0.0096560393219182,0.0269622812161651,-0.0371050809967337,FRNRX,2008,1
2000-10-27,-0.0170661367930201,0.0189756479960963,-0.0370509173574706,FSENX,2000,1
2000-07-05,-0.0532475477051364,-0.0180354340576731,-0.0369855047013862,VGENX,2000,1
2023-10-04,-0.0298803889627288,0.0072819228911886,-0.0369759053355494,ICPAX,2023,1
1999-11-05,-0.0265391098001818,0.0098423789457284,-0.0369497758949971,RYEIX,1999,1
2021-03-09,-0.0226698804049901,0.0142773565616154,-0.036943880707977,ICPAX,2021,1
2023-02-02,-0.0223048422496054,0.0145571583598422,-0.0368659659543471,ICPAX,2023,1
2008-07-23,-0.0315087359356091,0.005412765132021,-0.0368469196422495,PRNEX,2008,1
2000-10-19,0.0013820306442975,0.0377097716079464,-0.0368244176748087,FNARX,2000,1
2001-06-21,-0.0252055684382729,0.0113538179029584,-0.0367821254410277,FRNRX,2001,1
2000-01-07,0.0164228033239697,0.0580764854610522,-0.0367817259351796,VGENX,2000,1
2000-04-25,0.0067648150333559,0.0415198242936067,-0.0367773687002987,FSENX,2000,1
2016-01-25,-0.0523366378979019,-0.0151164737784692,-0.0366970582312033,FSENX,2016,1
2016-01-19,-0.0353024794143461,0.0013307422746586,-0.036670740102567,RYEIX,2016,1
1999-04-20,-0.0249660682816574,0.012548047458597,-0.0366172567695705,VGENX,1999,1
2005-11-10,-0.0293204253186033,0.0077620715900046,-0.0366035024696019,VGENX,2005,1
2008-07-29,-0.0139566384321966,0.0213521655961772,-0.0365948185832109,RYEIX,2008,1
2001-09-24,-0.0007438247329352,0.035156349417204,-0.0365255394783126,FRNRX,2001,1
2014-12-08,-0.043103500282955,-0.0066827507730409,-0.0364959683771466,FNARX,2014,1
2021-06-28,-0.0342105732195667,0.0020157925703232,-0.0364732535536144,FSENX,2021,1
2009-03-02,-0.0822367500897096,-0.045042371143081,-0.0364631613264496,FRNRX,2009,1
2009-06-03,-0.0492931295905397,-0.01265181993323,-0.0364579869306158,FRNRX,2009,1
2000-10-04,-0.0276197628989087,0.0083334816749709,-0.03642743988994,RYEIX,2000,1
2008-10-01,-0.0356007798202586,0.0006032454987632,-0.0363874274786794,FSENX,2008,1
2008-09-29,-0.1160360970789597,-0.078361859379052,-0.0363794119663702,FRNRX,2008,1
2006-02-07,-0.0451612269776453,-0.0088463182025912,-0.0363695869652729,FNARX,2006,1
2008-05-01,-0.0152906111064442,0.0206855423048568,-0.0363567411415232,FRNRX,2008,1
2023-03-15,-0.042115894342116,-0.0062543951079353,-0.0363060170663924,PRNEX,2023,1
2022-04-25,-0.030294836970476,0.0057975257337534,-0.0362860679774162,FNARX,2022,1
2021-03-18,-0.0517829150421166,-0.0145497027474331,-0.0362804577384666,RYEIX,2021,1
2021-03-09,-0.0211902025163029,0.0142773565616154,-0.0362655313417379,FSENX,2021,1
2000-04-11,-0.0395388638948847,-0.0029004196462586,-0.0361855952859369,ICPAX,2000,1
2022-06-29,-0.036741214453799,-0.000814546820205,-0.0360463484464567,FSENX,2022,1
2000-10-27,-0.0166874971767851,0.0189756479960963,-0.036014809580555,FRNRX,2000,1
2008-07-08,-0.0172561894229754,0.0177569691262391,-0.0359675187381032,FSENX,2008,1
2006-10-03,-0.0338354984561918,0.0021038079760709,-0.0359543361463375,VGENX,2006,1
2020-10-01,-0.029173146936805,0.0064199803395761,-0.0359480004545894,RYEIX,2020,1
2016-01-11,-0.0348526957951994,0.0009894879568677,-0.0358896074206729,FRNRX,2016,1
2008-07-29,-0.0141174374712187,0.0213521655961772,-0.0358614669100506,FRNRX,2008,1
2016-01-06,-0.0486248224280786,-0.0126142696830235,-0.0358278651909522,FRNRX,2016,1
2008-07-08,-0.0177471140282097,0.0177569691262391,-0.0358113300998909,FNARX,2008,1
2000-10-27,-0.0156522336244127,0.0189756479960963,-0.0357657012640391,RYEIX,2000,1
2008-10-27,-0.0718289748885463,-0.0355010629441399,-0.0357580881210016,FRNRX,2008,1
2010-06-01,-0.0531646170611241,-0.0168235960914669,-0.0357411900692575,FSENX,2010,1
2006-05-15,-0.0335060727907803,0.0020118715754742,-0.0356757090450838,FNARX,2006,1
2015-12-07,-0.0409890394027102,-0.0060586785937748,-0.0356580588944116,VGENX,2015,1
2022-06-23,-0.0258619912629118,0.0098025085354958,-0.035544049713711,ICPAX,2022,1
2007-11-12,-0.0443994169842273,-0.0099218293307792,-0.0355425782196727,VGENX,2007,1
2008-05-01,-0.0137392729511666,0.0206855423048568,-0.0355107974212991,FSENX,2008,1
2018-08-15,-0.0430621195884445,-0.007467666920643,-0.0354988212849269,FRNRX,2018,1
2023-02-02,-0.0206391342265873,0.0145571583598422,-0.0354732170524165,FRNRX,2023,1
2011-08-04,-0.0839038781365332,-0.0468413295345438,-0.0354598931587895,ICPAX,2011,1
2020-08-26,-0.0248445396172722,0.0100258383378708,-0.035450105267074,RYEIX,2020,1
2002-07-11,-0.026769636113892,0.008141325221048,-0.0354331554218251,FSENX,2002,1
2020-11-04,-0.0128755846336963,0.0223492016097459,-0.0354326468159994,ICPAX,2020,1
2008-03-19,-0.0611038080025657,-0.0247697650660033,-0.0353770789200192,FSENX,2008,1
2000-12-11,0.0,0.0347557241660527,-0.0353743128102517,FRNRX,2000,1
2020-03-23,-0.0625777523669994,-0.0255680095712903,-0.0353699085383112,RYEIX,2020,1
2000-10-19,-0.0007141245818866,0.0377097716079464,-0.0353301619388379,VGENX,2000,1
2017-03-08,-0.0371039317147589,-0.0018565177426695,-0.0353202643785433,FSENX,2017,1
2023-02-17,-0.0377458639162405,-0.0024983075830388,-0.035291562096868,FSENX,2023,1
2020-10-01,-0.0283226990159193,0.0064199803395761,-0.0351875092102017,FSENX,2020,1
2006-05-15,-0.0331051925267026,0.0020118715754742,-0.0351817816649243,FRNRX,2006,1
2014-12-08,-0.0419224184293195,-0.0066827507730409,-0.0351573133413458,FRNRX,2014,1
2008-12-01,-0.1157094830072649,-0.0885776426882181,-0.0350642860323066,VGENX,2008,1
2008-07-16,-0.0114258670813331,0.0245475738069926,-0.0350475070538704,PRNEX,2008,1
2008-08-08,-0.0171192549900875,0.0185810396913421,-0.0350398259101202,PRNEX,2008,1
2008-07-08,-0.0161290710863984,0.0177569691262391,-0.0349478654654574,RYEIX,2008,1
1999-06-16,-0.0155040733121009,0.0191110041889166,-0.0349351795100493,FNARX,1999,1
2017-03-08,-0.03716837460318,-0.0018565177426695,-0.0348863237903873,ICPAX,2017,1
2009-06-03,-0.0483702353497651,-0.01265181993323,-0.0348840090582496,RYEIX,2009,1
2021-06-17,-0.0350364597603212,-0.0003314844365587,-0.0348463669226551,FSENX,2021,1
2008-07-23,-0.02967457475484,0.005412765132021,-0.0348134638750656,VGENX,2008,1
2021-03-18,-0.0498570511718147,-0.0145497027474331,-0.034809715528874,FSENX,2021,1
2009-02-17,-0.0793347013123951,-0.0427745112459628,-0.0347940196097507,FSENX,2009,1
2008-07-08,-0.0167050263523337,0.0177569691262391,-0.0347930456050856,FRNRX,2008,1
2020-04-14,-0.003464473616811,0.029492701560144,-0.034750817365238,RYEIX,2020,1
2020-06-24,-0.0618875509989265,-0.0255083570984077,-0.0347430794526976,RYEIX,2020,1
2000-10-30,-0.0259096868463784,0.0089745555059534,-0.0347421271323127,ICPAX,2000,1
2008-11-03,-0.031674125981152,0.002891420044377,-0.034700385201056,RYEIX,2008,1
2024-10-08,-0.0246718446851056,0.0094574266847009,-0.0346735536614589,RYEIX,2024,1
2020-03-27,-0.0656108660607202,-0.0297854365578585,-0.0346430408326044,FSENX,2020,1
1999-06-16,-0.0143816985292416,0.0191110041889166,-0.0346389629046867,RYEIX,1999,1
2014-12-08,-0.0405221186720453,-0.0066827507730409,-0.0346215538540567,VGENX,2014,1
2022-04-25,-0.0290453024039041,0.0057975257337534,-0.0346175792403855,ICPAX,2022,1
2022-03-28,-0.0270272159684963,0.0071128345619788,-0.0346160200687538,FSENX,2022,1
2001-05-02,-0.0363016665228956,-0.00181106823296,-0.0346120683884457,FNARX,2001,1
2022-02-08,-0.0258562233979809,0.0082278137238092,-0.0346101183533609,FSENX,2022,1
2008-05-01,-0.0135834464448446,0.0206855423048568,-0.0346040392546495,FNARX,2008,1
2002-04-12,-0.0275533921609961,0.0075056887792284,-0.0346024713368501,VGENX,2002,1
2021-07-14,-0.0330277245892949,0.0014922527453968,-0.0345675672200098,RYEIX,2021,1
2023-02-02,-0.0190878656115671,0.0145571583598422,-0.0345073153883724,RYEIX,2023,1
2022-03-15,-0.0121119583267451,0.0219903081440757,-0.0345049246664658,FRNRX,2022,1
2009-02-17,-0.0733321430773524,-0.0427745112459628,-0.0344909967730347,VGENX,2009,1
2011-09-22,-0.0669688326839699,-0.0323245216233599,-0.0344760897068903,FNARX,2011,1
2001-04-19,-0.0209116109898769,0.0133061574897586,-0.0344735319291266,FRNRX,2001,1
2016-02-09,-0.0343732015001001,5.408282614904891e-05,-0.034458885365251,FRNRX,2016,1
2008-12-01,-0.1189172429299982,-0.0885776426882181,-0.0344468719766216,PRNEX,2008,1
2002-10-01,0.0144927074086638,0.0480497101403536,-0.0344373712549481,ICPAX,2002,1
2006-02-07,-0.0435186124603159,-0.0088463182025912,-0.0344309946344633,FSENX,2006,1
2008-08-22,-0.0196589978907979,0.0144757932774337,-0.0344103393219456,FRNRX,2008,1
2000-04-25,0.0076459067417071,0.0415198242936067,-0.0344067664944178,FNARX,2000,1
2000-12-05,-0.0028854712422545,0.0328090049722087,-0.0344009719775867,PRNEX,2000,1
2004-12-01,-0.022348146189709,0.0113666698777257,-0.0343819702466067,FSENX,2004,1
2019-05-02,-0.0369567521638815,-0.0021587682216258,-0.0343645418515791,ICPAX,2019,1
2001-01-18,-0.0238306734699428,0.0099525918230325,-0.034358425097908,RYEIX,2001,1
2008-08-04,-0.0426105022230051,-0.0092737626370318,-0.0343451473166562,VGENX,2008,1
1999-02-11,-0.0099133602716927,0.0229941933026314,-0.0342959617113982,RYEIX,1999,1
2017-05-04,-0.0334644274413447,0.0011736986423138,-0.03429188500921,ICPAX,2017,1
2003-01-07,-0.0366491660939792,-0.0024738917111751,-0.0342203774949448,FSENX,2003,1
2009-06-03,-0.0455680664535839,-0.01265181993323,-0.0342195931242811,VGENX,2009,1
2006-02-07,-0.0436526572675484,-0.0088463182025912,-0.0342092362265074,RYEIX,2006,1
2022-06-29,-0.035080950162717,-0.000814546820205,-0.0341701457945033,RYEIX,2022,1
2021-07-14,-0.0329950449777367,0.0014922527453968,-0.0341493922879116,ICPAX,2021,1
2004-12-01,-0.0221063305265525,0.0113666698777257,-0.0341363393044927,RYEIX,2004,1
2022-09-07,-0.0151981909783626,0.0179650768890473,-0.0341269812646262,FSENX,2022,1
2021-06-17,-0.0344046036804672,-0.0003314844365587,-0.0340981983088641,FRNRX,2021,1
2018-08-15,-0.0414911153489616,-0.007467666920643,-0.0340912153858715,FNARX,2018,1
2020-04-14,-0.0031087783992895,0.029492701560144,-0.0340832916419637,FSENX,2020,1
2016-03-08,-0.0452136864052801,-0.0109180643006627,-0.033961209794949,FSENX,2016,1
2001-03-13,-0.0165429185546829,0.0164293556686929,-0.0339513121412379,RYEIX,2001,1
2002-07-11,-0.0253433011072651,0.008141325221048,-0.0339468391500527,RYEIX,2002,1
1999-10-28,0.0007801648695944,0.0341018488298818,-0.033929212127147,FRNRX,1999,1
1999-06-16,-0.013790368877081,0.0191110041889166,-0.0339165890915607,FSENX,1999,1
2008-07-29,-0.0114379105958779,0.0213521655961772,-0.0339060191162936,FSENX,2008,1
2022-08-03,-0.0179477729489223,0.0156594411942414,-0.0339027840200371,FRNRX,2022,1
2024-10-08,-0.0241952422426885,0.0094574266847009,-0.0338811209074773,FNARX,2024,1
2020-03-06,-0.050415991973863,-0.0165306736800334,-0.0338670420377185,FNARX,2020,1
2003-01-07,-0.0365199202645112,-0.0024738917111751,-0.0338462975579031,RYEIX,2003,1
2008-11-03,-0.0307468546047909,0.002891420044377,-0.0338043896667806,FNARX,2008,1
2023-05-02,-0.0456432585717602,-0.0112393862229358,-0.0337328167573921,ICPAX,2023,1
2002-04-12,-0.0260134684360127,0.0075056887792284,-0.0337290796050865,FNARX,2002,1
2008-10-09,-0.1065381940137768,-0.0698392158444597,-0.0337164099338141,FSENX,2008,1
2000-03-17,-0.0269021950335799,0.0066093118120904,-0.0337129191287758,FNARX,2000,1
2001-03-13,-0.0163698004841112,0.0164293556686929,-0.0336938479992944,FSENX,2001,1
2014-12-19,-0.0292267696980355,0.004254581504745,-0.0336604079290233,FNARX,2014,1
2024-06-03,-0.0326429177643435,0.0008153053239223,-0.0336511560779889,FSENX,2024,1
2021-01-21,-0.0327269261754135,0.0009115615797572,-0.0336498668942331,RYEIX,2021,1
2010-06-01,-0.050719661136488,-0.0168235960914669,-0.0336421756015383,FRNRX,2010,1
2022-06-15,-0.0185792878991923,0.0142562652303126,-0.0336325774632092,FSENX,2022,1
2020-07-09,-0.0398403153585572,-0.0056927121836906,-0.0336216879952241,ICPAX,2020,1
2014-12-08,-0.0408493867218319,-0.0066827507730409,-0.033614814323677,ICPAX,2014,1
1999-10-28,-0.0022685141232492,0.0341018488298818,-0.0335916371776027,VGENX,1999,1
2003-03-21,-0.0111055457297534,0.0213450786615685,-0.0335662487999274,FSENX,2003,1
2000-03-17,-0.027326843009148,0.0066093118120904,-0.0335578080741475,VGENX,2000,1
2022-06-22,-0.0353074968641851,-0.001812993874123,-0.0334945219240483,FRNRX,2022,1
2000-09-19,-0.0241674563997463,0.0090726624958414,-0.0334649179657539,FNARX,2000,1
2016-03-08,-0.0443328136815109,-0.0109180643006627,-0.0334497586359215,FNARX,2016,1
2020-04-16,-0.0288426200207474,0.0048243908154679,-0.0334445059063033,VGENX,2020,1
2022-08-04,-0.0339790511670572,-0.0006755619650964,-0.033435739675132,FNARX,2022,1
2008-08-22,-0.0200075887404521,0.0144757932774337,-0.033418211165592,VGENX,2008,1
2006-02-07,-0.0423779267627368,-0.0088463182025912,-0.033412656919694,FRNRX,2006,1
2000-10-04,-0.0245400956224476,0.0083334816749709,-0.0334044076760054,FSENX,2000,1
2000-10-27,-0.0141043381889595,0.0189756479960963,-0.0333988031369175,FNARX,2000,1
2016-08-01,-0.0346232038047333,-0.0008289692287541,-0.0333955894775285,ICPAX,2016,1
2000-02-23,-0.0219450560940297,0.0118085456918348,-0.0333944571186976,PRNEX,2000,1
2022-04-25,-0.0272415336024248,0.0057975257337534,-0.0333551174830569,RYEIX,2022,1
2001-11-14,-0.0322318747436238,0.0009601270494181,-0.0333397813221987,FNARX,2001,1
2017-03-08,-0.0350035358068719,-0.0018565177426695,-0.0332680566699443,FNARX,2017,1
2000-04-24,-0.044738575697606,-0.0108653541484171,-0.033211953294985,ICPAX,2000,1
2008-10-27,-0.0654095221156869,-0.0355010629441399,-0.033206777854754,VGENX,2008,1
2022-04-25,-0.0272331491729385,0.0057975257337534,-0.0331594278286522,FRNRX,2022,1
2000-04-25,0.0049381362417348,0.0415198242936067,-0.0331552973218482,VGENX,2000,1
2025-04-04,-0.0941599624316278,-0.0585430179907348,-0.0331420732293273,FSENX,2025,1
2023-05-02,-0.0447237792746416,-0.0112393862229358,-0.033135539229435,FSENX,2023,1
1999-04-20,-0.0203443460425821,0.012548047458597,-0.0331353333154044,FRNRX,1999,1
2025-04-04,-0.0953446036488225,-0.0585430179907348,-0.0331054954537945,RYEIX,2025,1
2022-06-17,-0.0312499902756094,0.0021558874050806,-0.0330853376444627,ICPAX,2022,1
1999-01-26,-0.016282844428916,0.0181724577092745,-0.0330673747584937,VGENX,1999,1
2020-06-17,-0.0375154135258699,-0.0041537637347989,-0.0330571653170441,RYEIX,2020,1
2016-08-01,-0.0337368283208221,-0.0008289692287541,-0.0330386531331395,FNARX,2016,1
2006-09-20,-0.0273042135569978,0.0053101963468795,-0.0330093615572984,FSENX,2006,1
2022-09-07,-0.0147183876806875,0.0179650768890473,-0.0329926872679459,FNARX,2022,1
2020-03-12,-0.1346779065237175,-0.0956772597700792,-0.0329889390816875,RYEIX,2020,1
2008-03-19,-0.0553715303891774,-0.0247697650660033,-0.0329631321944067,VGENX,2008,1
2020-03-30,0.0015095238448039,0.0324756464986071,-0.0329457753561991,RYEIX,2020,1
2013-04-15,-0.0564347064661072,-0.0231738940124551,-0.0328995060112897,FRNRX,2013,1
2008-05-01,-0.0129452384663801,0.0206855423048568,-0.032876677754592,PRNEX,2008,1
